McGill Unviversity,ECE,MS,F16,Accepted,,,,,,,International
McGill Unviversity,ECE,MS,S16,Accepted,,,,,,,International
Virginia Tech,CS,MS,S16,Rejected,,156,163,4,TRUE,,International
University Of Southern California (USC),CS,MS,S16,Accepted,3.5,144,167,3,TRUE,,International
Rutgers University,CS,MS,S16,Accepted,,155,170,4,TRUE,,International
Washington University St. Louis (WUSTL),CS,MS,S16,Accepted,,155,170,4,TRUE,,International
Johns Hopkins University (JHU),CS,MS,S16,Accepted,3.5,166,163,4,TRUE,,International
University Of Illinois Chicago (UIC),CS,MS,F15,Accepted,3.7,152,162,4.5,TRUE,,International
University Of Texas Dallas (UT Dallas),CS,MS,S16,Other,,,,,,,International
University Of Illinois Chicago (UIC),CS,MS,S16,Rejected,3.46,149,165,3.5,TRUE,,International
University Of Texas Dallas (UT Dallas),CS,MS,S16,Accepted,3.46,149,165,3.5,TRUE,,International
Arizona State University (ASU),CS,MS,S16,Accepted,3.46,,,,,,International
Johns Hopkins University (JHU),CS,MS,S16,Accepted,,156,163,4,TRUE,,International
University Of Southern California (USC),CS,MS,S16,Accepted,3.6,149,159,3,TRUE,,International
Texas A&M University College Station (TAMU),ECE,MS,S16,Accepted,,,,,,,International
University Of Southern California (USC),ECE,MS,S16,Accepted,3.9,156,167,3.5,TRUE,,International
Indiana University - Purdue University Indianapolis (IUPUI),HCI,MS,S16,Accepted,3.1,155,164,3.5,TRUE,,International with US Degree
University Of Massachusetts Amherst (UMass),CS,MS,S16,Other,,152,162,4.5,TRUE,,International
University Of Southern California (USC),ECE,MS,S16,Other,,,,,,,Other
University Of Southern California (USC),CS,MS,S16,Accepted,4,142,158,3,TRUE,,International
University Of North Texas,CS,MS,S16,Rejected,3,151,157,2.5,TRUE,,International
Dalhousie University,CS,MS,S16,Other,,,,,,,International
University Of Texas Dallas (UT Dallas),ECE,MS,S16,Accepted,8.29,147,163,2.5,TRUE,,Other
Koneru Lakshamiah College Of Engineering,ECE,MS,S16,Accepted,8.29,147,163,2.5,TRUE,,Other
University Of Texas Arlington,CS,MS,S16,Other,,,,,,,
University Of Texas Arlington,CS,MS,S16,Other,,,,,,,
University Of Texas Arlington,CS,MS,S16,Other,,,,,,,
University Of Texas Arlington,CS,MS,F16,Accepted,4,157,169,4.5,TRUE,,International
Arizona State University (ASU),CS,MS,S16,Accepted,3.5,163,150,3.5,TRUE,,Other
University Of Texas Dallas (UT Dallas),CS,MS,S16,Rejected,,,,,,,International with US Degree
University Of Texas Dallas (UT Dallas),CS,MS,S16,Other,,,,,,,
University Of Texas Dallas (UT Dallas),CS,MS,F16,Other,,,,,,,International
University Of Texas Dallas (UT Dallas),CS,MS,S16,Other,,,,,,,Other
University Of Illinois Urbana-Champaign (UIUC),ECE,MS,S16,Accepted,3.68,165,170,4.5,TRUE,,International with US Degree
Simon Fraser University (SFU),CS,MS,S16,Rejected,,,,,,,International
University Of Texas Dallas (UT Dallas),CS,MS,S16,Rejected,,,,,,,International with US Degree
University Of Waterloo,CS,MS,S16,Accepted,,,,,,,International
Indian Institute Of Technology (IIT),CS,MS,F16,Accepted,,,,,,,Other
Arizona State University (ASU),Other,MS,S16,Accepted,3.2,146,161,3,TRUE,,International
University Of Texas Dallas (UT Dallas),CS,MS,S16,Rejected,,,,,,,International
University Of Texas Dallas (UT Dallas),ECE,MS,S16,Accepted,,152,166,3,TRUE,,International
University Of Texas Dallas (UT Dallas),CS,MS,S16,Other,,,,,,,International
University Of Texas Dallas (UT Dallas),CS,MS,F16,Other,,,,,,,International
University Of Texas Dallas (UT Dallas),CS,MS,F16,Other,,,,,,,International
University Of Texas Dallas (UT Dallas),CS,MS,F16,Other,,,,,,,International
University Of California Irvine (UCI),Other,PhD,F15,Accepted,,,,,,,American
University Of Waterloo,CS,MS,S16,Rejected,,,,,,,International
University Of Illinois Urbana-Champaign (UIUC),CS,MS,F15,Rejected,3.2,152,155,2.5,TRUE,,International
University Of Oxford,CS,PhD,F15,Accepted,,,,,,,American
University Of New South Wales (UNSW),ECE,PhD,S16,Other,,,,,,,Other
University Of Waterloo,ECE,PhD,S16,Accepted,,,,,,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Rejected,,,,,,,Other
Georgia Institute Of Technology (GTech),ECE,MS,S16,Other,,,,,,,International
Michigan State University (MSU),CS,PhD,F15,Accepted,3.71,143,160,3.5,TRUE,,International with US Degree
University Of Illinois Chicago (UIC),ECE,MS,F15,Accepted,,,,,,,American
University Of Ottawa,CS,MS,S16,Accepted,,145,161,3.5,TRUE,,International
University Of Saarland,CS,MS,F15,Accepted,,,,,,,Other
NMAMIT,CS,Other,F16,Other,3.6,143,158,3.5,TRUE,,International
Georgia Institute Of Technology (GTech),CS,MS,F15,Accepted,,,,,,,American
Rajshahi University Of Engineering & Technology (RUET),ECE,MS,F16,Accepted,3.15,136,164,,TRUE,,Other
Harvard University,CS,PhD,F16,Accepted,3.6,160,170,4,TRUE,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Wait listed,,,,,,,
University Of Texas San Antonio (UTSA),CS,MS,F15,Other,,,,,,,International
University Of California Los Angeles (UCLA),CS,MS,F15,Accepted,3.1,153,156,3.5,TRUE,,International
University Of Waterloo,ECE,MS,F15,Rejected,3.52,159,165,4.5,TRUE,,Other
University Of Illinois Urbana-Champaign (UIUC),CS,MS,F15,Rejected,3.96,155,163,5,TRUE,,International
Yale University,CS,MS,F16,Accepted,3.6,155,165,3.5,TRUE,,International
Carnegie Mellon University (CMU),ECE,MS,F15,Other,,,,,,,Other
Carnegie Mellon University (CMU),ECE,MS,F15,Other,,,,,,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Accepted,4,162,165,4.5,TRUE,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Rejected,,,,,,,Other
Concordia University,ECE,MS,F15,Accepted,,,,,,,International
University Of Texas San Antonio (UTSA),CS,PhD,F15,Rejected,3.58,143,164,3,TRUE,,International
University Of California Davis (UCD),ECE,PhD,F15,Rejected,,,,,,,International
Texas A&M University College Station (TAMU),CS,PhD,F15,Rejected,3.68,153,162,4,TRUE,,International
Carnegie Mellon University (CMU),ECE,MS,F15,Other,3.93,164,168,5,TRUE,,International
University Of Connecticut,ECE,PhD,F15,Rejected,,151,163,3,TRUE,,
Ttcmyn.gov.bd,CS,Other,F15,Accepted,,,,,,,Other
University Of California Riverside (UCR),CS,PhD,F15,Rejected,,155,165,3.5,TRUE,,American
Georgia Institute Of Technology (GTech),CS,MS,F15,Accepted,3.3,160,170,3,TRUE,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Other,,,,,,,International
Carnegie Mellon University (CMU),ECE,PhD,F15,Rejected,,,,,,,International
Carnegie Mellon University (CMU),ECE,MS,F15,Rejected,,,,,,,International
University Of Alberta,ECE,MS,F15,Other,,,,,,,International
McMaster University,CS,MS,F15,Other,,,,,,,International
Carnegie Mellon University (CMU),ECE,MS,F15,Other,,,,,,,International
Carnegie Mellon University (CMU),ECE,MS,F15,Other,,,,,,,American
Carnegie Mellon University (CMU),ECE,MS,F15,Other,,,,,,,International
Iowa State University (ISU),HCI,MS,F15,Other,,,,,,,International
University Of Toronto (UofT),ECE,MS,F15,Rejected,,,,,,,International
Boston University (BU),CS,MS,F15,Accepted,,,,,,,International
Carnegie Mellon University (CMU),ECE,MS,F15,Accepted,3.3,152,162,4,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Rejected,,,,,,,International
Ecole Polytechnique Federale De Lausanne (EPFL),CS,MS,F15,Rejected,,,,,,,International
Ecole Polytechnique Federale De Lausanne (EPFL),CS,MS,F15,Rejected,,,,,,,International
Ecole Polytechnique Federale De Lausanne (EPFL),CS,MS,F15,Rejected,,,,,,,International
York University,CS,MS,F15,Other,,,,,,,International
University Of California Davis (UCD),CS,PhD,F15,Rejected,3.85,156,168,4,TRUE,,American
ETH Zurich,CS,MS,F15,Rejected,,,,,,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Rejected,,,,,,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Rejected,,,,,,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Rejected,,,,,,,Other
King Abdullah University Of Science And Technology (KAUST),CS,PhD,F15,Wait listed,,,,,,,
Texas A&M University College Station (TAMU),CS,MS,F15,Rejected,3.15,157,165,4.5,TRUE,,International
University Of Wisconsin Madison,CS,MS,F15,Accepted,,,,,,,International
University Of Southern California (USC),CS,MS,F14,Other,,,,,,,International
Virginia Tech,CS,PhD,F15,Rejected,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,,,,,,,
University Of Toronto (UofT),ECE,MS,F15,Rejected,,,,,,,International with US Degree
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,
University Of Southern California (USC),CS,Other,F15,Other,,,,,,,Other
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Other,,,,,,,International
University Of Toronto (UofT),ECE,MS,F15,Accepted,3.52,159,165,,TRUE,,Other
University Of Ontario Institute Of Technology (UOIT),ECE,MS,F15,Accepted,3.5,159,165,,TRUE,,Other
University Of British Columbia (UBC),ECE,MS,F15,Rejected,3.5,159,165,,TRUE,,Other
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Wait listed,,,,,,,
University Of Toronto (UofT),ECE,MS,F15,Accepted,,,,,,,Other
University Of Toronto (UofT),ECE,MS,F15,Accepted,,,,,,,
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Rejected,,,,,,,International
University Of Pittsburgh,CS,MS,F15,Other,3.9,168,168,4,TRUE,,American
University Of Pittsburgh,CS,MS,F15,Other,,,,,,,International
University Of Calgary,CS,MS,F15,Accepted,,159,166,3.5,TRUE,,International
McMaster University,CS,MS,F15,Other,,153,169,3.5,TRUE,,International
University Of California Berkeley (UCB),CS,MS,F15,Rejected,,,,,,,American
University Of Southern California (USC),CS,MS,F15,Accepted,,,,,,,American
University Of California San Diego (UCSD),CS,MS,F15,Accepted,,,,,,,American
Boston University (BU),CS,MS,F15,Accepted,,164,163,4,TRUE,,International
Virginia Tech,ECE,MS,F15,Other,3.5,157,168,4.5,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Accepted,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,3.1,166,161,,TRUE,,International
Nothwestern University,CS,MS,F15,Rejected,,,,,,,International
Georgia Institute Of Technology (GTech),ECE,MS,F15,Accepted,3.4,157,161,4.5,TRUE,,American
New Jersey Institute Of Technology (NJIT),ECE,MS,F15,Accepted,,,,,,,International
University Of Florida Gainesville (UFL),ECE,PhD,F15,Accepted,,,,,,,International
Boston University (BU),CS,MS,F15,Accepted,3.3,161,166,4,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,International
New Jersey Institute Of Technology (NJIT),CS,MS,F15,Rejected,3,140,161,2,TRUE,,International
University Of California Riverside (UCR),CS,MS,F15,Rejected,3,140,161,2,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Other,3,140,161,2,TRUE,,International
Nanyang Technological University (NTU),CS,MS,F15,Rejected,3.3,152,162,4,TRUE,,International
Nanyang Technological University (NTU),Other,MS,F15,Accepted,,,,,,,International
University Of Southern California (USC),CS,PhD,F15,Rejected,3.44,159,156,3,TRUE,,American
University Of Toronto (UofT),CS,MS,F15,Rejected,,159,167,4.5,TRUE,,International
Purdue University,ECE,MS,F15,Rejected,,,,,,,International
University Of Southern California (USC),ECE,MS,F15,Rejected,3.5,157,168,4.5,TRUE,,International
University Of Texas Austin (UT Austin),ECE,PhD,F15,Accepted,,,,,,,International with US Degree
University Of California Davis (UCD),CS,MS,F15,Rejected,3.94,144,168,3,TRUE,,International with US Degree
Georgia Institute Of Technology (GTech),CS,PhD,F15,Rejected,3.97,162,165,4,TRUE,,American
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Wait listed,,,,,,,International with US Degree
University Of Chicago (UChicago),CS,MS,F15,Accepted,,,,,,,American
Pennsylvania State University (Penn State),CS,MS,F15,Rejected,,,,,,,
Cal Poly Pomona,CS,MS,F15,Accepted,,,,,,,International
Boston University (BU),CS,MS,F15,Accepted,,,,,,,International
Boston University (BU),CS,MS,F15,Other,,152,164,4,TRUE,,International
RWTH Aachen,Other,MS,F15,Accepted,8.49,160,160,3.5,TRUE,,International
New York University (NYU),CS,PhD,F15,Rejected,,,,,,,International
University Of Kansas,CS,PhD,F15,Rejected,,,,,,,International
Drexel University,ECE,PhD,F15,Accepted,,,,,,,International
Boston University (BU),CS,MS,F15,Accepted,,,,,,,International
University Of Toronto (UofT),CS,MS,F15,Wait listed,,,,,,,International
New York University (NYU),CS,PhD,F15,Rejected,3.8,158,162,3.5,TRUE,,International
Purdue University,ECE,MS,F15,Other,,,,,,,International
University Of California Davis (UCD),CS,PhD,F15,Rejected,3.83,680,800,3,FALSE,,International
University Of California Davis (UCD),CS,MS,F15,Rejected,,,,,,,International
University Of California Davis (UCD),CS,PhD,F15,Other,,,,,,,International
University Of Toronto (UofT),CS,MS,F15,Other,,,,,,,International
Ohio State University (OSU),ECE,PhD,F15,Rejected,,,,,,,International with US Degree
University Of California Davis (UCD),CS,PhD,F15,Rejected,3.8,154,170,4.5,TRUE,,Other
University Of Texas Austin (UT Austin),ECE,PhD,F15,Accepted,,,,,,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),ECE,MS,F15,Accepted,,,,,,,International
SUNY Stony Brook,ECE,MS,F15,Accepted,,152,161,4,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Wait listed,,,,,,,International with US Degree
New York University (NYU),CS,PhD,F15,Rejected,3.26,157,169,3,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,,,,,,,International with US Degree
University Of Toronto (UofT),CS,MS,F15,Accepted,3.86,162,168,3,TRUE,,International with US Degree
Boston University (BU),CS,MS,F15,Other,3.4,160,166,4.5,TRUE,,International
University Of Florida Gainesville (UFL),ECE,PhD,F15,Other,,,,,,,Other
University Of Southern California (USC),CS,MS,F15,Rejected,,,,,,,International with US Degree
University Of Southern California (USC),CS,MS,F15,Rejected,3.8,155,170,4.5,TRUE,,
University Of Toronto (UofT),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,3.7,151,168,3.5,TRUE,,International
University Of Southern California (USC),CS,MS,F14,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Rejected,,154,159,3,TRUE,,International
Cornell Tech,CS,MS,F15,Rejected,,,,,,,American
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,3.2,170,165,4,TRUE,,American
Boston University (BU),CS,MS,F15,Other,3.5,152,164,4,TRUE,,International
Lehigh University,CS,MS,F15,Rejected,3.4,148,166,4,TRUE,,International
University Of California Davis (UCD),CS,MS,F15,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Wait listed,,160,170,4,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Rejected,,165,164,5,TRUE,,International
New York University (NYU),CS,MS,F15,Rejected,,,,,,,American
Pennsylvania State University Harrisburg (Penn State),CS,MS,F15,Other,,,,,,,Other
University Of California Davis (UCD),CS,MS,F15,Accepted,3.3,161,158,4.5,TRUE,,American
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,3.15,156,158,4,TRUE,,American
University Of Waterloo,ECE,MS,F15,Accepted,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,3.15,156,158,4,TRUE,,American
Drexel University,ECE,PhD,F15,Accepted,3.71,156,168,3.5,TRUE,,International
University Of Maryland Baltimore County (UMBC),CS,MS,F15,Accepted,3.6,159,164,3.5,TRUE,,International
University Of Southern California (USC),CS,PhD,F15,Rejected,3.91,152,166,4,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,3.97,150,168,4.5,TRUE,,International
University Of Texas Dallas (UT Dallas),ECE,MS,F15,Other,,,,,,,International
Rutgers University,CS,MS,F15,Rejected,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
Rutgers University,CS,PhD,F15,Rejected,3.55,160,167,3.5,TRUE,,International
University Of Toronto (UofT),ECE,MS,F15,Wait listed,,,,,,,
University Of Southern California (USC),CS,PhD,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Accepted,,,,,,,International
George Mason University (GMU),CS,MS,F15,Accepted,3.3,143,160,3,TRUE,,International
North Caroline State University (NCSU),ECE,MS,F15,Rejected,3.1,156,161,3,TRUE,,International
Kent International,CS,MS,F15,Wait listed,,,,,,,International
North Caroline State University (NCSU),ECE,MS,F15,Rejected,,,,,,,International
New York University (NYU),CS,MS,F15,Accepted,,,,,,,
Michigan State University (MSU),CS,PhD,F15,Rejected,3.73,152,168,3,TRUE,,Other
Michigan State University (MSU),CS,PhD,F15,Rejected,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,,150,165,4,TRUE,,International
Simon Fraser University (SFU),CS,MS,F15,Rejected,,,,,,,International with US Degree
University Of Waterloo,CS,PhD,F15,Rejected,3.76,146,162,3,TRUE,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,3.5,140,160,3,TRUE,,International
University Of Connecticut,CS,PhD,F15,Other,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,,,,,,,International with US Degree
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,,163,170,3.5,TRUE,,Other
Carnegie Mellon University (CMU),ECE,MS,F15,Other,,,,,,,International
Carnegie Mellon University (CMU),ECE,PhD,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,American
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,3.6,159,164,3.5,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,,151,159,,TRUE,,International
King Abdullah University Of Science And Technology (KAUST),CS,MS,F15,Wait listed,,,,,,,Other
Carnegie Mellon University (CMU),ECE,Other,F15,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,3.74,154,167,3.5,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Rejected,8.1,162,163,4,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,
University Of California Davis (UCD),CS,MS,F15,Rejected,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Rejected,3.6,161,168,3.5,TRUE,,American
University Of Southern California (USC),CS,MS,F15,Accepted,3.6,161,168,3.5,TRUE,,American
University Of Southern California (USC),CS,MS,F15,Accepted,3.6,161,168,3.5,TRUE,,American
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,156,153,3,TRUE,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,168,164,5,TRUE,,Other
Boston University (BU),CS,PhD,F15,Rejected,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,158,160,4.5,TRUE,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
Pennsylvania State University (Penn State),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Rejected,3.5,158,168,4,TRUE,,International
University Of Toronto (UofT),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),CS,MS,F15,Rejected,3.4,150,163,2.5,TRUE,,International
University Of Southern California (USC),CS,PhD,F15,Other,,,,,,,International
University Of Southern California (USC),CS,PhD,F15,Other,,,,,,,International
University Of Southern California (USC),CS,PhD,F15,Rejected,,,,,,,International
Nothwestern University,CS,MS,F15,Accepted,,161,136,2.5,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Accepted,,,,,,,Other
New York University (NYU),CS,PhD,F15,Other,,,,,,,International
SUNY Albany,CS,MS,F15,Accepted,3,151,157,2.5,TRUE,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
California State University Long Beach,CS,MS,F15,Accepted,3.8,151,161,3.5,TRUE,,American
University Of Central Florida (UCF),CS,PhD,F15,Other,,,,,,,Other
University Of Southern California (USC),ECE,MS,F15,Other,3.5,157,168,4.5,TRUE,,International
University Of Pennsylvania (UPenn),IS,MS,F15,Accepted,3.6,165,164,4,TRUE,,American
University Of Southern California (USC),ECE,MS,F15,Other,,,,,,,American
University Of Oklahoma,ECE,MS,F15,Rejected,3,149,158,2.5,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,International
University Of Southern California (USC),ECE,MS,F15,Other,3.5,157,168,4.5,TRUE,,International
University Of Tennessee Knoxville,ECE,MS,F15,Wait listed,3.8,144,165,3.5,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Rejected,,,,,,,
University Of Southern California (USC),CS,MS,F15,Rejected,,,,,,,American
NDSEG Fellowship,Other,PhD,F15,Accepted,3.8,167,170,6,TRUE,,American
University Of Central Florida (UCF),CS,PhD,F15,Other,,,,,,,Other
Texas A&M University College Station (TAMU),ECE,PhD,F15,Accepted,3.65,159,165,3.5,TRUE,,International
University Of Southern California (USC),CS,MS,F15,Other,,,,,,,International
University Of Minnesota Twin Cities (UMN),CS,MS,F15,Other,,,,,,,International
Stevens Institute Of Technology (SIT),CS,MS,F15,Accepted,,,,,,,American
University Of California Davis (UCD),CS,MS,F15,Rejected,,,,,,,International
Children Music School,Other,MS,S15,Wait listed,,,,,,,Other
University Of California Davis (UCD),CS,MS,F15,Rejected,,,,,,,International
University Of California Davis (UCD),CS,PhD,F15,Rejected,,,,,,,International
Arizona State University (ASU),CS,PhD,F15,Accepted,3.51,153,167,3.5,TRUE,,International
Northeastern University,CS,PhD,F15,Other,3.51,153,167,3.5,TRUE,,International
University Of Central Florida (UCF),CS,PhD,F15,Accepted,3.51,153,167,3.5,TRUE,,International
University Of Illinois Chicago (UIC),CS,PhD,F15,Accepted,3.51,153,167,3.5,TRUE,,International
Ohio State University (OSU),CS,PhD,F15,Rejected,3.51,153,167,3.5,TRUE,,International
Oregon State University,CS,PhD,F15,Rejected,3.51,153,157,3.5,TRUE,,International
Virginia Tech,CS,PhD,F15,Rejected,3.51,153,167,3.5,TRUE,,International
University Of Colorado Boulder,CS,PhD,F15,Rejected,3.44,159,156,3,TRUE,,American
University Of Houston,CS,PhD,F15,Accepted,3.47,145,161,3,TRUE,,International
University Of California Riverside (UCR),CS,PhD,F15,Accepted,3.44,159,156,3,TRUE,,American
University Of California Davis (UCD),CS,PhD,F15,Accepted,3.44,159,156,3,TRUE,,American
University Of California Irvine (UCI),CS,PhD,F15,Rejected,3.44,159,156,3.5,TRUE,,American
Northeastern University,CS,PhD,F15,Rejected,3,150,167,3,TRUE,,International
